timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1545420802025,404,Open Login Page,200,OK,Thread Group 1-314,text,true,,10785,152,527,527,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,404,0,209
1545420801936,589,Open Login Page,200,OK,Thread Group 1-251,text,true,,10785,152,578,578,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,589,0,297
1545420801803,694,Open Login Page,200,OK,Thread Group 1-25,text,true,,10785,152,553,553,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,694,0,424
1545420802170,259,Open Login Page,200,OK,Thread Group 1-406,text,true,,10785,152,527,527,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,259,0,63
1545420802175,254,Open Login Page,200,OK,Thread Group 1-383,text,true,,10785,152,527,527,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,254,0,58
1545420801938,635,Open Login Page,200,OK,Thread Group 1-254,text,true,,10785,152,601,601,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,634,0,295
1545420801984,511,Open Login Page,200,OK,Thread Group 1-282,text,true,,10785,152,551,551,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,511,0,250
1545420801943,486,Open Login Page,200,OK,Thread Group 1-256,text,true,,10785,152,527,527,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,486,0,284
1545420802025,404,Open Login Page,200,OK,Thread Group 1-281,text,true,,10785,152,527,527,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,404,0,208
1545420802672,321,Login as Pedro,200,OK,Thread Group 1-256,text,true,,11815,574,827,827,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,114,0,0
1545420802672,114,Login as Pedro-0,303,See Other,Thread Group 1-256,text,true,,521,266,827,827,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,114,0,0
1545420802789,76,Login as Pedro-1,303,See Other,Thread Group 1-256,text,true,,509,156,827,827,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,76,0,0
1545420802865,128,Login as Pedro-2,200,OK,Thread Group 1-256,text,true,,10785,152,827,827,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,128,0,0
1545420802672,335,Login as Pedro,200,OK,Thread Group 1-282,text,true,,11815,574,841,841,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,170,0,0
1545420802672,170,Login as Pedro-0,303,See Other,Thread Group 1-282,text,true,,521,266,841,841,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,170,0,0
1545420802842,79,Login as Pedro-1,303,See Other,Thread Group 1-282,text,true,,509,156,841,841,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,79,0,0
1545420802921,86,Login as Pedro-2,200,OK,Thread Group 1-282,text,true,,10785,152,841,841,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,86,0,0
1545420802674,353,Login as Pedro,200,OK,Thread Group 1-406,text,true,,11815,574,844,844,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,182,0,0
1545420802674,182,Login as Pedro-0,303,See Other,Thread Group 1-406,text,true,,521,266,844,844,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,182,0,0
1545420802856,70,Login as Pedro-1,303,See Other,Thread Group 1-406,text,true,,509,156,844,844,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,70,0,0
1545420802926,101,Login as Pedro-2,200,OK,Thread Group 1-406,text,true,,10785,152,844,844,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,101,0,0
1545420802674,364,Login as Pedro,200,OK,Thread Group 1-25,text,true,,11815,574,848,848,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,145,0,0
1545420802674,145,Login as Pedro-0,303,See Other,Thread Group 1-25,text,true,,521,266,848,848,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,145,0,0
1545420802819,71,Login as Pedro-1,303,See Other,Thread Group 1-25,text,true,,509,156,848,848,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,71,0,0
1545420802890,148,Login as Pedro-2,200,OK,Thread Group 1-25,text,true,,10785,152,848,848,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,148,0,0
1545420802671,580,Login as Pedro,200,OK,Thread Group 1-314,text,true,,11815,574,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,212,0,0
1545420802671,212,Login as Pedro-0,303,See Other,Thread Group 1-314,text,true,,521,266,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,212,0,0
1545420802883,69,Login as Pedro-1,303,See Other,Thread Group 1-314,text,true,,509,156,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,69,0,0
1545420802952,299,Login as Pedro-2,200,OK,Thread Group 1-314,text,true,,10785,152,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,299,0,0
1545420802674,585,Login as Pedro,200,OK,Thread Group 1-383,text,true,,11815,574,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,179,0,0
1545420802674,179,Login as Pedro-0,303,See Other,Thread Group 1-383,text,true,,521,266,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,179,0,0
1545420802853,114,Login as Pedro-1,303,See Other,Thread Group 1-383,text,true,,509,156,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,114,0,0
1545420802967,292,Login as Pedro-2,200,OK,Thread Group 1-383,text,true,,10785,152,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,292,0,0
1545420802171,1101,Open Login Page,200,OK,Thread Group 1-336,text,true,,10785,152,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1101,0,63
1545420802175,1174,Open Login Page,200,OK,Thread Group 1-386,text,true,,10785,152,994,994,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1174,0,59
1545420801933,1426,Open Login Page,200,OK,Thread Group 1-252,text,true,,10785,152,994,994,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1426,0,302
1545420802651,734,Login as Pedro,200,OK,Thread Group 1-251,text,true,,11815,574,994,994,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,153,0,0
1545420802651,154,Login as Pedro-0,303,See Other,Thread Group 1-251,text,true,,521,266,994,994,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,153,0,0
1545420802805,73,Login as Pedro-1,303,See Other,Thread Group 1-251,text,true,,509,156,994,994,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,73,0,0
1545420802879,506,Login as Pedro-2,200,OK,Thread Group 1-251,text,true,,10785,152,994,994,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,506,0,0
1545420802181,1231,Open Login Page,200,OK,Thread Group 1-401,text,true,,10785,152,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1231,0,54
1545420802176,1246,Open Login Page,200,OK,Thread Group 1-407,text,true,,10785,152,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1246,0,57
1545420802175,1251,Open Login Page,200,OK,Thread Group 1-300,text,true,,10785,152,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1251,0,59
1545420802013,1414,Open Login Page,200,OK,Thread Group 1-302,text,true,,10785,152,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1414,0,222
1545420801991,1470,Open Login Page,200,OK,Thread Group 1-290,text,true,,10785,152,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1470,0,244
1545420802671,821,Login as Pedro,200,OK,Thread Group 1-281,text,true,,11815,574,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,351,0,0
1545420802671,351,Login as Pedro-0,303,See Other,Thread Group 1-281,text,true,,521,266,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,351,0,0
1545420803023,407,Login as Pedro-1,303,See Other,Thread Group 1-281,text,true,,509,156,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,407,0,0
1545420803430,62,Login as Pedro-2,200,OK,Thread Group 1-281,text,true,,10785,152,993,993,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,62,0,0
1545420803285,223,Login as Pedro,200,OK,Thread Group 1-336,text,true,,11815,574,992,992,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,91,0,0
1545420803285,91,Login as Pedro-0,303,See Other,Thread Group 1-336,text,true,,521,266,992,992,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,91,0,0
1545420803376,67,Login as Pedro-1,303,See Other,Thread Group 1-336,text,true,,509,156,992,992,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,67,0,0
1545420803443,65,Login as Pedro-2,200,OK,Thread Group 1-336,text,true,,10785,152,992,992,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,65,0,0
1545420802021,1540,Open Login Page,200,OK,Thread Group 1-310,text,true,,10785,152,991,991,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1540,0,214
1545420803349,227,Login as Pedro,200,OK,Thread Group 1-386,text,true,,11815,574,991,991,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,91,0,0
1545420803349,91,Login as Pedro-0,303,See Other,Thread Group 1-386,text,true,,521,266,991,991,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,91,0,0
1545420803440,68,Login as Pedro-1,303,See Other,Thread Group 1-386,text,true,,509,156,991,991,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,68,0,0
1545420803508,68,Login as Pedro-2,200,OK,Thread Group 1-386,text,true,,10785,152,991,991,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,68,0,0
1545420802183,1561,Open Login Page,200,OK,Thread Group 1-404,text,true,,10785,152,990,990,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1561,0,53
1545420802674,1070,Login as Pedro,200,OK,Thread Group 1-254,text,true,,11815,574,990,990,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,841,0,0
1545420802674,841,Login as Pedro-0,303,See Other,Thread Group 1-254,text,true,,521,266,990,990,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,841,0,0
1545420803516,58,Login as Pedro-1,303,See Other,Thread Group 1-254,text,true,,509,156,990,990,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,58,0,0
1545420803574,170,Login as Pedro-2,200,OK,Thread Group 1-254,text,true,,10785,152,990,990,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,170,0,0
1545420803423,331,Login as Pedro,200,OK,Thread Group 1-407,text,true,,11815,574,989,989,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,76,0,0
1545420803423,76,Login as Pedro-0,303,See Other,Thread Group 1-407,text,true,,521,266,989,989,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,76,0,0
1545420803500,61,Login as Pedro-1,303,See Other,Thread Group 1-407,text,true,,509,156,989,989,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,60,0,0
1545420803561,193,Login as Pedro-2,200,OK,Thread Group 1-407,text,true,,10785,152,989,989,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,193,0,0
1545420803427,330,Login as Pedro,200,OK,Thread Group 1-302,text,true,,11815,574,988,988,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,75,0,0
1545420803427,75,Login as Pedro-0,303,See Other,Thread Group 1-302,text,true,,521,266,988,988,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,75,0,0
1545420803502,59,Login as Pedro-1,303,See Other,Thread Group 1-302,text,true,,509,156,988,988,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,58,0,0
1545420803561,196,Login as Pedro-2,200,OK,Thread Group 1-302,text,true,,10785,152,988,988,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,196,0,0
1545420803413,348,Login as Pedro,200,OK,Thread Group 1-401,text,true,,11815,574,987,987,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,69,0,0
1545420803413,69,Login as Pedro-0,303,See Other,Thread Group 1-401,text,true,,521,266,987,987,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,69,0,0
1545420803483,54,Login as Pedro-1,303,See Other,Thread Group 1-401,text,true,,509,156,987,987,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,54,0,0
1545420803538,223,Login as Pedro-2,200,OK,Thread Group 1-401,text,true,,10785,152,987,987,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,223,0,0
1545420803359,424,Login as Pedro,200,OK,Thread Group 1-252,text,true,,11815,574,986,986,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,82,0,0
1545420803359,82,Login as Pedro-0,303,See Other,Thread Group 1-252,text,true,,521,266,986,986,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,82,0,0
1545420803442,82,Login as Pedro-1,303,See Other,Thread Group 1-252,text,true,,509,156,986,986,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,82,0,0
1545420803525,258,Login as Pedro-2,200,OK,Thread Group 1-252,text,true,,10785,152,986,986,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,258,0,0
1545420801980,1806,Open Login Page,200,OK,Thread Group 1-278,text,true,,10785,152,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1806,0,256
1545420802173,1636,Open Login Page,200,OK,Thread Group 1-411,text,true,,10785,152,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1636,0,63
1545420801999,1826,Open Login Page,200,OK,Thread Group 1-295,text,true,,10785,152,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1826,0,237
1545420801976,1849,Open Login Page,200,OK,Thread Group 1-274,text,true,,10785,152,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1849,0,260
1545420803462,385,Login as Pedro,200,OK,Thread Group 1-290,text,true,,11815,574,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,75,0,0
1545420803462,75,Login as Pedro-0,303,See Other,Thread Group 1-290,text,true,,521,266,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,75,0,0
1545420803538,226,Login as Pedro-1,303,See Other,Thread Group 1-290,text,true,,509,156,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,223,0,0
1545420803782,65,Login as Pedro-2,200,OK,Thread Group 1-290,text,true,,10785,152,985,985,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,65,0,0
1545420801967,1881,Open Login Page,200,OK,Thread Group 1-263,text,true,,10785,152,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1881,0,269
1545420803427,421,Login as Pedro,200,OK,Thread Group 1-300,text,true,,11815,574,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,96,0,0
1545420803427,96,Login as Pedro-0,303,See Other,Thread Group 1-300,text,true,,521,266,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,96,0,0
1545420803523,260,Login as Pedro-1,303,See Other,Thread Group 1-300,text,true,,509,156,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,260,0,0
1545420803783,65,Login as Pedro-2,200,OK,Thread Group 1-300,text,true,,10785,152,984,984,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,65,0,0
1545420802170,1688,Open Login Page,200,OK,Thread Group 1-377,text,true,,10785,152,983,983,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1688,0,66
1545420803562,351,Login as Pedro,200,OK,Thread Group 1-310,text,true,,11815,574,983,983,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,186,0,0
1545420803562,186,Login as Pedro-0,303,See Other,Thread Group 1-310,text,true,,521,266,983,983,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,186,0,0
1545420803748,59,Login as Pedro-1,303,See Other,Thread Group 1-310,text,true,,509,156,983,983,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,59,0,0
1545420803807,106,Login as Pedro-2,200,OK,Thread Group 1-310,text,true,,10785,152,983,983,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,106,0,0
1545420801997,1924,Open Login Page,200,OK,Thread Group 1-294,text,true,,10785,152,982,982,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1924,0,239
1545420803745,202,Login as Pedro,200,OK,Thread Group 1-404,text,true,,11815,574,982,982,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,78,0,0
1545420803745,78,Login as Pedro-0,303,See Other,Thread Group 1-404,text,true,,521,266,982,982,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,78,0,0
1545420803823,61,Login as Pedro-1,303,See Other,Thread Group 1-404,text,true,,509,156,982,982,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,61,0,0
1545420803884,63,Login as Pedro-2,200,OK,Thread Group 1-404,text,true,,10785,152,982,982,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,63,0,0
1545420802025,1927,Open Login Page,200,OK,Thread Group 1-311,text,true,,10785,152,982,982,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1926,0,211
1545420801949,2064,Open Login Page,200,OK,Thread Group 1-264,text,true,,10785,152,981,981,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2064,0,290
1545420802172,1871,Open Login Page,200,OK,Thread Group 1-372,text,true,,10785,152,981,981,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1870,0,64
1545420803810,236,Login as Pedro,200,OK,Thread Group 1-411,text,true,,11815,574,981,981,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,114,0,0
1545420803810,114,Login as Pedro-0,303,See Other,Thread Group 1-411,text,true,,521,266,981,981,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,114,0,0
1545420803924,64,Login as Pedro-1,303,See Other,Thread Group 1-411,text,true,,509,156,981,981,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,63,0,0
1545420803988,58,Login as Pedro-2,200,OK,Thread Group 1-411,text,true,,10785,152,981,981,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,58,0,0
1545420803826,225,Login as Pedro,200,OK,Thread Group 1-295,text,true,,11815,574,980,980,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,111,0,0
1545420803826,111,Login as Pedro-0,303,See Other,Thread Group 1-295,text,true,,521,266,980,980,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,111,0,0
1545420803937,55,Login as Pedro-1,303,See Other,Thread Group 1-295,text,true,,509,156,980,980,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,55,0,0
1545420803992,59,Login as Pedro-2,200,OK,Thread Group 1-295,text,true,,10785,152,980,980,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,59,0,0
1545420801931,2125,Open Login Page,200,OK,Thread Group 1-247,text,true,,10785,152,979,979,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2125,0,309
1545420803859,200,Login as Pedro,200,OK,Thread Group 1-377,text,true,,11815,574,979,979,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,82,0,0
1545420803859,82,Login as Pedro-0,303,See Other,Thread Group 1-377,text,true,,521,266,979,979,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,82,0,0
1545420803941,57,Login as Pedro-1,303,See Other,Thread Group 1-377,text,true,,509,156,979,979,http://cityrunning.westeurope.cloudapp.azure.com:8080/my_events,57,0,0
1545420803998,61,Login as Pedro-2,200,OK,Thread Group 1-377,text,true,,10785,152,979,979,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,61,0,0
1545420801925,2140,Open Login Page,200,OK,Thread Group 1-245,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2140,0,314
1545420802026,2050,Open Login Page,200,OK,Thread Group 1-285,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2050,0,223
1545420801945,2140,Open Login Page,200,OK,Thread Group 1-260,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2140,0,294
1545420802184,1930,Open Login Page,200,OK,Thread Group 1-414,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1930,0,54
1545420801963,2163,Open Login Page,200,OK,Thread Group 1-273,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2163,0,286
1545420801983,2146,Open Login Page,200,OK,Thread Group 1-283,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2146,0,251
1545420801929,2209,Open Login Page,200,OK,Thread Group 1-249,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2209,0,309
1545420801969,2170,Open Login Page,200,OK,Thread Group 1-266,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2170,0,269
1545420801916,2229,Open Login Page,200,OK,Thread Group 1-235,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2229,0,372
1545420802168,1978,Open Login Page,200,OK,Thread Group 1-363,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,1978,0,120
1545420802123,2027,Open Login Page,200,OK,Thread Group 1-292,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2027,0,115
1545420801932,2258,Open Login Page,200,OK,Thread Group 1-246,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2258,0,304
1545420801915,2281,Open Login Page,200,OK,Thread Group 1-239,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2281,0,373
1545420802174,2024,Open Login Page,200,OK,Thread Group 1-410,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2023,0,114
1545420802198,2004,Open Login Page,200,OK,Thread Group 1-417,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2004,0,90
1545420802167,2042,Open Login Page,200,OK,Thread Group 1-366,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2042,0,123
1545420802186,2026,Open Login Page,200,OK,Thread Group 1-405,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2026,0,53
1545420801972,2243,Open Login Page,200,OK,Thread Group 1-270,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2243,0,319
1545420802199,2055,Open Login Page,200,OK,Thread Group 1-418,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2055,0,89
1545420801904,2351,Open Login Page,200,OK,Thread Group 1-232,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2351,0,387
1545420802174,2094,Open Login Page,200,OK,Thread Group 1-392,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2093,0,114
1545420801911,2360,Open Login Page,200,OK,Thread Group 1-237,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2360,0,380
1545420802166,2105,Open Login Page,200,OK,Thread Group 1-360,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2105,0,124
1545420801915,2362,Open Login Page,200,OK,Thread Group 1-240,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2362,0,376
1545420801902,2377,Open Login Page,200,OK,Thread Group 1-229,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2377,0,391
1545420802168,2114,Open Login Page,200,OK,Thread Group 1-362,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2114,0,122
1545420802168,2117,Open Login Page,200,OK,Thread Group 1-388,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2117,0,120
1545420802196,2096,Open Login Page,200,OK,Thread Group 1-416,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2096,0,92
1545420802166,2154,Open Login Page,200,OK,Thread Group 1-353,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2153,0,127
1545420801909,2417,Open Login Page,200,OK,Thread Group 1-236,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2417,0,384
1545420802201,2133,Open Login Page,200,OK,Thread Group 1-419,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2132,0,92
1545420801902,2448,Open Login Page,200,OK,Thread Group 1-231,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2448,0,391
1545420802166,2186,Open Login Page,200,OK,Thread Group 1-370,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2186,0,127
1545420802187,2166,Open Login Page,200,OK,Thread Group 1-408,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2166,0,53
1545420802167,2189,Open Login Page,200,OK,Thread Group 1-371,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2189,0,124
1545420802165,2192,Open Login Page,200,OK,Thread Group 1-349,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2192,0,128
1545420801899,2464,Open Login Page,200,OK,Thread Group 1-227,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2464,0,394
1545420801905,2462,Open Login Page,200,OK,Thread Group 1-230,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2462,0,388
1545420802175,2331,Open Login Page,200,OK,Thread Group 1-288,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2331,0,65
1545420801914,2593,Open Login Page,200,OK,Thread Group 1-238,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2593,0,377
1545420801972,2539,Open Login Page,200,OK,Thread Group 1-276,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2539,0,321
1545420801906,2605,Open Login Page,200,OK,Thread Group 1-233,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2605,0,387
1545420802166,2348,Open Login Page,200,OK,Thread Group 1-359,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2347,0,129
1545420802167,2347,Open Login Page,200,OK,Thread Group 1-361,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2346,0,126
1545420802174,2345,Open Login Page,200,OK,Thread Group 1-368,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2345,0,66
1545420802206,2313,Open Login Page,200,OK,Thread Group 1-422,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2313,0,89
1545420802210,2314,Open Login Page,200,OK,Thread Group 1-426,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2314,0,91
1545420802166,2383,Open Login Page,200,OK,Thread Group 1-352,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2383,0,127
1545420801890,2677,Open Login Page,200,OK,Thread Group 1-220,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2677,0,411
1545420801911,2664,Open Login Page,200,OK,Thread Group 1-234,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2664,0,382
1545420802165,2410,Open Login Page,200,OK,Thread Group 1-358,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2410,0,130
1545420802166,2416,Open Login Page,200,OK,Thread Group 1-356,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2416,0,129
1545420801891,2693,Open Login Page,200,OK,Thread Group 1-221,text,true,,10785,152,978,978,http://cityrunning.westeurope.cloudapp.azure.com:8080/login,2693,0,410
